sequence_id	token_id	morpheme	tag	sequence
seq_628	4	pa	NOUN	ka ha g g pa
seq_629	0	pa	NOUN	pa ta ta ma dh ma
seq_629	1	ta	NOUN	pa ta ta ma dh ma
seq_629	2	ta	NOUN	pa ta ta ma dh ma
seq_629	3	ma	NOUN	pa ta ta ma dh ma
seq_629	4	dh	VERB	pa ta ta ma dh ma
seq_629	5	ma	NOUN	pa ta ta ma dh ma
seq_630	0	ra	NOUN	ra na sa pa bh ba la
seq_630	1	na	NOUN	ra na sa pa bh ba la
seq_630	2	sa	NOUN	ra na sa pa bh ba la
seq_630	3	pa	NOUN	ra na sa pa bh ba la
seq_630	4	bh	VERB	ra na sa pa bh ba la
seq_630	5	ba	ADJ	ra na sa pa bh ba la
seq_630	6	la	ADJ	ra na sa pa bh ba la
seq_631	0	ch	NOUN	ch pa ra
seq_631	1	pa	NOUN	ch pa ra
seq_631	2	ra	NOUN	ch pa ra
seq_632	0	na	NOUN	na pa kh ja
seq_632	1	pa	NOUN	na pa kh ja
seq_632	2	kh	NOUN	na pa kh ja
seq_632	3	ja	VERB	na pa kh ja
seq_633	0	la	ADJ	la la na
seq_633	1	la	ADJ	la la na
seq_633	2	na	NOUN	la la na
seq_634	0	sa	NOUN	sa pa la
seq_634	1	pa	NOUN	sa pa la
seq_634	2	la	ADJ	sa pa la
seq_635	0	ku	NOUN	ku ta ch dh mu ma
seq_635	1	ta	NOUN	ku ta ch dh mu ma
seq_635	2	ch	NOUN	ku ta ch dh mu ma
seq_635	3	dh	VERB	ku ta ch dh mu ma
seq_635	4	mu	NOUN	ku ta ch dh mu ma
seq_635	5	ma	NOUN	ku ta ch dh mu ma
seq_636	0	na	NOUN	na la ka ra ma ra
seq_636	1	la	ADJ	na la ka ra ma ra
seq_636	2	ka	NOUN	na la ka ra ma ra
seq_636	3	ra	NOUN	na la ka ra ma ra
seq_636	4	ma	NOUN	na la ka ra ma ra
seq_636	5	ra	NOUN	na la ka ra ma ra
seq_637	0	ra	NOUN	ra ra ka dh
seq_637	1	ra	NOUN	ra ra ka dh
seq_637	2	ka	NOUN	ra ra ka dh
seq_637	3	dh	VERB	ra ra ka dh
seq_638	0	pu	ADJ	pu ta dh la
seq_638	1	ta	NOUN	pu ta dh la
seq_638	2	dh	VERB	pu ta dh la
seq_638	3	la	ADJ	pu ta dh la
seq_639	0	pa	NOUN	pa na ka
seq_639	1	na	NOUN	pa na ka
seq_639	2	ka	NOUN	pa na ka
seq_640	0	ku	NOUN	ku sa ta
seq_640	1	sa	NOUN	ku sa ta
seq_640	2	ta	NOUN	ku sa ta
seq_641	0	pa	NOUN	pa gh pa pa
seq_641	1	gh	NOUN	pa gh pa pa
seq_641	2	pa	NOUN	pa gh pa pa
seq_641	3	pa	NOUN	pa gh pa pa
seq_642	0	gh	NOUN	gh sa pa la ma pu
seq_642	1	sa	NOUN	gh sa pa la ma pu
seq_642	2	pa	NOUN	gh sa pa la ma pu
seq_642	3	la	ADJ	gh sa pa la ma pu
seq_642	4	ma	NOUN	gh sa pa la ma pu
seq_642	5	pu	ADJ	gh sa pa la ma pu
seq_643	0	ma	NOUN	ma ta la na
seq_643	1	ta	NOUN	ma ta la na
seq_643	2	la	ADJ	ma ta la na
seq_643	3	na	NOUN	ma ta la na
seq_644	0	gh	NOUN	gh ka pa na
seq_644	1	ka	NOUN	gh ka pa na
seq_644	2	pa	NOUN	gh ka pa na
seq_644	3	na	NOUN	gh ka pa na
seq_645	0	nan	NOUN	nan ta pa
seq_645	1	ta	NOUN	nan ta pa
seq_645	2	pa	NOUN	nan ta pa
seq_646	0	pa	NOUN	pa pa ta la ta
seq_646	1	pa	NOUN	pa pa ta la ta
seq_646	2	ta	NOUN	pa pa ta la ta
seq_646	3	la	ADJ	pa pa ta la ta
seq_646	4	ta	NOUN	pa pa ta la ta
seq_647	0	la	ADJ	la ta sa na sa
seq_647	1	ta	NOUN	la ta sa na sa
seq_647	2	sa	NOUN	la ta sa na sa
seq_647	3	na	NOUN	la ta sa na sa
seq_647	4	sa	NOUN	la ta sa na sa
seq_648	0	ba	ADJ	ba ka ta
seq_648	1	ka	NOUN	ba ka ta
seq_648	2	ta	NOUN	ba ka ta
seq_649	0	pa	NOUN	pa ba da pa
seq_649	1	ba	ADJ	pa ba da pa
seq_649	2	da	VERB	pa ba da pa
seq_649	3	pa	NOUN	pa ba da pa
seq_650	0	pa	NOUN	pa ku la
seq_650	1	ku	NOUN	pa ku la
seq_650	2	la	ADJ	pa ku la
seq_651	0	ta	NOUN	ta pa ta sa pa an
seq_651	1	pa	NOUN	ta pa ta sa pa an
seq_651	2	ta	NOUN	ta pa ta sa pa an
seq_651	3	sa	NOUN	ta pa ta sa pa an
seq_651	4	pa	NOUN	ta pa ta sa pa an
seq_651	5	an	ADP	ta pa ta sa pa an
seq_652	0	la	ADJ	la la g
seq_652	1	la	ADJ	la la g
seq_652	2	g	NOUN	la la g
seq_653	0	sa	NOUN	sa na pa sa
seq_653	1	na	NOUN	sa na pa sa
seq_653	2	pa	NOUN	sa na pa sa
seq_653	3	sa	NOUN	sa na pa sa
seq_654	0	ku	NOUN	ku nan ch ta ba gh
seq_654	1	nan	NOUN	ku nan ch ta ba gh
seq_654	2	ch	NOUN	ku nan ch ta ba gh
seq_654	3	ta	NOUN	ku nan ch ta ba gh
seq_654	4	ba	ADJ	ku nan ch ta ba gh
seq_654	5	gh	NOUN	ku nan ch ta ba gh
seq_655	0	ga	ADJ	ga ku na
seq_655	1	ku	NOUN	ga ku na
seq_655	2	na	NOUN	ga ku na
seq_656	0	sa	NOUN	sa la pa ka
seq_656	1	la	ADJ	sa la pa ka
seq_656	2	pa	NOUN	sa la pa ka
seq_656	3	ka	NOUN	sa la pa ka
seq_657	0	ga	ADJ	ga ku pa ka
seq_657	1	ku	NOUN	ga ku pa ka
seq_657	2	pa	NOUN	ga ku pa ka
seq_657	3	ka	NOUN	ga ku pa ka
seq_658	0	ma	NOUN	ma dh nan
seq_658	1	dh	VERB	ma dh nan
seq_658	2	nan	NOUN	ma dh nan
seq_659	0	ch	NOUN	ch nan sa
seq_659	1	nan	NOUN	ch nan sa
seq_659	2	sa	NOUN	ch nan sa
seq_660	0	ka	NOUN	ka ha na pa
seq_660	1	ha	NOUN	ka ha na pa
seq_660	2	na	NOUN	ka ha na pa
seq_660	3	pa	NOUN	ka ha na pa
seq_661	0	ma	NOUN	ma ta gh mu nan
seq_661	1	ta	NOUN	ma ta gh mu nan
seq_661	2	gh	NOUN	ma ta gh mu nan
seq_661	3	mu	NOUN	ma ta gh mu nan
seq_661	4	nan	NOUN	ma ta gh mu nan
seq_662	0	ra	NOUN	ra la ku ma
seq_662	1	la	ADJ	ra la ku ma
seq_662	2	ku	NOUN	ra la ku ma
seq_662	3	ma	NOUN	ra la ku ma
seq_663	0	ch	NOUN	ch la gh pa la
seq_663	1	la	ADJ	ch la gh pa la
seq_663	2	gh	NOUN	ch la gh pa la
seq_663	3	pa	NOUN	ch la gh pa la
seq_663	4	la	ADJ	ch la gh pa la
seq_664	0	dh	VERB	dh ra ra ra ma
seq_664	1	ra	NOUN	dh ra ra ra ma
seq_664	2	ra	NOUN	dh ra ra ra ma
seq_664	3	ra	NOUN	dh ra ra ra ma
seq_664	4	ma	NOUN	dh ra ra ra ma
seq_665	0	ka	NOUN	ka na ta
seq_665	1	na	NOUN	ka na ta
seq_665	2	ta	NOUN	ka na ta
seq_666	0	pa	NOUN	pa ra ma nan ka
seq_666	1	ra	NOUN	pa ra ma nan ka
seq_666	2	ma	NOUN	pa ra ma nan ka
seq_666	3	nan	NOUN	pa ra ma nan ka
seq_666	4	ka	NOUN	pa ra ma nan ka
seq_667	0	la	ADJ	la ba la pa
seq_667	1	ba	ADJ	la ba la pa
seq_667	2	la	ADJ	la ba la pa
seq_667	3	pa	NOUN	la ba la pa
seq_668	0	ha	NOUN	ha ch ch
seq_668	1	ch	NOUN	ha ch ch
seq_668	2	ch	NOUN	ha ch ch
seq_669	0	ra	NOUN	ra na ra ga ta dh
seq_669	1	na	NOUN	ra na ra ga ta dh
seq_669	2	ra	NOUN	ra na ra ga ta dh
seq_669	3	ga	ADJ	ra na ra ga ta dh
seq_669	4	ta	NOUN	ra na ra ga ta dh
seq_669	5	dh	VERB	ra na ra ga ta dh
seq_670	0	ma	NOUN	ma la pa ha
seq_670	1	la	ADJ	ma la pa ha
seq_670	2	pa	NOUN	ma la pa ha
seq_670	3	ha	NOUN	ma la pa ha
seq_671	0	pa	NOUN	pa la nan
seq_671	1	la	ADJ	pa la nan
seq_671	2	nan	NOUN	pa la nan
seq_672	0	pa	NOUN	pa ku ta
seq_672	1	ku	NOUN	pa ku ta
seq_672	2	ta	NOUN	pa ku ta
seq_673	0	si	VERB	si pa pa ta ku ka
seq_673	1	pa	NOUN	si pa pa ta ku ka
seq_673	2	pa	NOUN	si pa pa ta ku ka
seq_673	3	ta	NOUN	si pa pa ta ku ka
seq_673	4	ku	NOUN	si pa pa ta ku ka
seq_673	5	ka	NOUN	si pa pa ta ku ka
seq_674	0	sa	NOUN	sa na ga
seq_674	1	na	NOUN	sa na ga
seq_674	2	ga	ADJ	sa na ga
seq_675	0	ma	NOUN	ma ka bh ma
seq_675	1	ka	NOUN	ma ka bh ma
seq_675	2	bh	VERB	ma ka bh ma
seq_675	3	ma	NOUN	ma ka bh ma
seq_676	0	ku	NOUN	ku ga na
seq_676	1	ga	ADJ	ku ga na
seq_676	2	na	NOUN	ku ga na
seq_677	0	na	NOUN	na ch si
seq_677	1	ch	NOUN	na ch si
seq_677	2	si	VERB	na ch si
seq_678	0	ma	NOUN	ma ra pa ba
seq_678	1	ra	NOUN	ma ra pa ba
seq_678	2	pa	NOUN	ma ra pa ba
seq_678	3	ba	ADJ	ma ra pa ba
seq_679	0	ku	NOUN	ku nan sa ha ba
seq_679	1	nan	NOUN	ku nan sa ha ba
seq_679	2	sa	NOUN	ku nan sa ha ba
seq_679	3	ha	NOUN	ku nan sa ha ba
seq_679	4	ba	ADJ	ku nan sa ha ba
seq_680	0	ma	NOUN	ma la ha ra pa
seq_680	1	la	ADJ	ma la ha ra pa
seq_680	2	ha	NOUN	ma la ha ra pa
seq_680	3	ra	NOUN	ma la ha ra pa
seq_680	4	pa	NOUN	ma la ha ra pa
seq_681	0	ta	NOUN	ta bh ma
seq_681	1	bh	VERB	ta bh ma
seq_681	2	ma	NOUN	ta bh ma
seq_682	0	ta	NOUN	ta ha pa na ra
seq_682	1	ha	NOUN	ta ha pa na ra
seq_682	2	pa	NOUN	ta ha pa na ra
seq_682	3	na	NOUN	ta ha pa na ra
seq_682	4	ra	NOUN	ta ha pa na ra
seq_683	0	sh	VERB	sh ta pa kh
seq_683	1	ta	NOUN	sh ta pa kh
seq_683	2	pa	NOUN	sh ta pa kh
seq_683	3	kh	NOUN	sh ta pa kh
seq_684	0	la	ADJ	la na ma
seq_684	1	na	NOUN	la na ma
seq_684	2	ma	NOUN	la na ma
seq_685	0	ra	NOUN	ra ku ta
seq_685	1	ku	NOUN	ra ku ta
seq_685	2	ta	NOUN	ra ku ta
seq_686	0	pa	NOUN	pa la ra ga dh
seq_686	1	la	ADJ	pa la ra ga dh
seq_686	2	ra	NOUN	pa la ra ga dh
seq_686	3	ga	ADJ	pa la ra ga dh
seq_686	4	dh	VERB	pa la ra ga dh
seq_687	0	ba	ADJ	ba da la
seq_687	1	da	VERB	ba da la
seq_687	2	la	ADJ	ba da la
seq_688	0	bh	VERB	bh bh dh
seq_688	1	bh	VERB	bh bh dh
seq_688	2	dh	VERB	bh bh dh
seq_689	0	da	VERB	da ra la da pa
seq_689	1	ra	NOUN	da ra la da pa
seq_689	2	la	ADJ	da ra la da pa
seq_689	3	da	VERB	da ra la da pa
seq_689	4	pa	NOUN	da ra la da pa
seq_690	0	la	ADJ	la ra ra la
seq_690	1	ra	NOUN	la ra ra la
seq_690	2	ra	NOUN	la ra ra la
seq_690	3	la	ADJ	la ra ra la
seq_691	0	bh	VERB	bh ka pa
seq_691	1	ka	NOUN	bh ka pa
seq_691	2	pa	NOUN	bh ka pa
seq_692	0	la	ADJ	la ta ra
seq_692	1	ta	NOUN	la ta ra
seq_692	2	ra	NOUN	la ta ra
seq_693	0	pa	NOUN	pa sa nan
seq_693	1	sa	NOUN	pa sa nan
seq_693	2	nan	NOUN	pa sa nan
seq_694	0	pa	NOUN	pa dh la
seq_694	1	dh	VERB	pa dh la
seq_694	2	la	ADJ	pa dh la
seq_695	0	bh	VERB	bh ma ku na pa
seq_695	1	ma	NOUN	bh ma ku na pa
seq_695	2	ku	NOUN	bh ma ku na pa
seq_695	3	na	NOUN	bh ma ku na pa
seq_695	4	pa	NOUN	bh ma ku na pa
seq_696	0	sa	NOUN	sa pa sa
seq_696	1	pa	NOUN	sa pa sa
seq_696	2	sa	NOUN	sa pa sa
seq_697	0	la	ADJ	la ta sa na
seq_697	1	ta	NOUN	la ta sa na
seq_697	2	sa	NOUN	la ta sa na
seq_697	3	na	NOUN	la ta sa na
seq_698	0	ka	NOUN	ka na na ka
seq_698	1	na	NOUN	ka na na ka
seq_698	2	na	NOUN	ka na na ka
seq_698	3	ka	NOUN	ka na na ka
seq_699	0	la	ADJ	la ga na
seq_699	1	ga	ADJ	la ga na
seq_699	2	na	NOUN	la ga na
seq_700	0	ku	NOUN	ku nan ra
seq_700	1	nan	NOUN	ku nan ra
seq_700	2	ra	NOUN	ku nan ra
seq_701	0	na	NOUN	na ma la
seq_701	1	ma	NOUN	na ma la
seq_701	2	la	ADJ	na ma la
seq_702	0	na	NOUN	na la pa
seq_702	1	la	ADJ	na la pa
seq_702	2	pa	NOUN	na la pa
seq_703	0	na	NOUN	na pa pa sa ch ra
seq_703	1	pa	NOUN	na pa pa sa ch ra
seq_703	2	pa	NOUN	na pa pa sa ch ra
seq_703	3	sa	NOUN	na pa pa sa ch ra
seq_703	4	ch	NOUN	na pa pa sa ch ra
seq_703	5	ra	NOUN	na pa pa sa ch ra
seq_704	0	na	NOUN	na dh la pa
seq_704	1	dh	VERB	na dh la pa
seq_704	2	la	ADJ	na dh la pa
seq_704	3	pa	NOUN	na dh la pa
seq_705	0	ja	VERB	ja bh sa ch la
seq_705	1	bh	VERB	ja bh sa ch la
seq_705	2	sa	NOUN	ja bh sa ch la
seq_705	3	ch	NOUN	ja bh sa ch la
seq_705	4	la	ADJ	ja bh sa ch la
seq_706	0	ta	NOUN	ta sa bh pa
seq_706	1	sa	NOUN	ta sa bh pa
seq_706	2	bh	VERB	ta sa bh pa
seq_706	3	pa	NOUN	ta sa bh pa
seq_707	0	ha	NOUN	ha dh ba
seq_707	1	dh	VERB	ha dh ba
seq_707	2	ba	ADJ	ha dh ba
seq_708	0	ba	ADJ	ba dh sa
seq_708	1	dh	VERB	ba dh sa
seq_708	2	sa	NOUN	ba dh sa
seq_709	0	ku	NOUN	ku na ta la
seq_709	1	na	NOUN	ku na ta la
seq_709	2	ta	NOUN	ku na ta la
seq_709	3	la	ADJ	ku na ta la
seq_710	0	ta	NOUN	ta ja pa ku ma
seq_710	1	ja	VERB	ta ja pa ku ma
seq_710	2	pa	NOUN	ta ja pa ku ma
seq_710	3	ku	NOUN	ta ja pa ku ma
seq_710	4	ma	NOUN	ta ja pa ku ma
seq_711	0	ba	ADJ	ba ra ka
seq_711	1	ra	NOUN	ba ra ka
seq_711	2	ka	NOUN	ba ra ka
seq_712	0	ja	VERB	ja la ta
seq_712	1	la	ADJ	ja la ta
seq_712	2	ta	NOUN	ja la ta
seq_713	0	la	ADJ	la la la sa
seq_713	1	la	ADJ	la la la sa
seq_713	2	la	ADJ	la la la sa
seq_713	3	sa	NOUN	la la la sa
seq_714	0	ma	NOUN	ma ku ch ta
seq_714	1	ku	NOUN	ma ku ch ta
seq_714	2	ch	NOUN	ma ku ch ta
seq_714	3	ta	NOUN	ma ku ch ta
seq_715	0	ka	NOUN	ka la ja sa
seq_715	1	la	ADJ	ka la ja sa
seq_715	2	ja	VERB	ka la ja sa
seq_715	3	sa	NOUN	ka la ja sa
seq_716	0	dh	VERB	dh ku dh
seq_716	1	ku	NOUN	dh ku dh
seq_716	2	dh	VERB	dh ku dh
seq_717	0	nan	NOUN	nan ga na
seq_717	1	ga	ADJ	nan ga na
seq_717	2	na	NOUN	nan ga na
seq_718	0	ma	NOUN	ma nan pa sa ja
seq_718	1	nan	NOUN	ma nan pa sa ja
seq_718	2	pa	NOUN	ma nan pa sa ja
seq_718	3	sa	NOUN	ma nan pa sa ja
seq_718	4	ja	VERB	ma nan pa sa ja
seq_719	0	gh	NOUN	gh gh ch na
seq_719	1	gh	NOUN	gh gh ch na
seq_719	2	ch	NOUN	gh gh ch na
seq_719	3	na	NOUN	gh gh ch na
seq_720	0	na	NOUN	na sa ma sa
seq_720	1	sa	NOUN	na sa ma sa
seq_720	2	ma	NOUN	na sa ma sa
seq_720	3	sa	NOUN	na sa ma sa
seq_721	0	gh	NOUN	gh ba ka
seq_721	1	ba	ADJ	gh ba ka
seq_721	2	ka	NOUN	gh ba ka
seq_722	0	ma	NOUN	ma pa mu ra la
seq_722	1	pa	NOUN	ma pa mu ra la
seq_722	2	mu	NOUN	ma pa mu ra la
seq_722	3	ra	NOUN	ma pa mu ra la
seq_722	4	la	ADJ	ma pa mu ra la
seq_723	0	ra	NOUN	ra nan pa pa
seq_723	1	nan	NOUN	ra nan pa pa
seq_723	2	pa	NOUN	ra nan pa pa
seq_723	3	pa	NOUN	ra nan pa pa
seq_724	0	ba	ADJ	ba na na na ku ba
seq_724	1	na	NOUN	ba na na na ku ba
seq_724	2	na	NOUN	ba na na na ku ba
seq_724	3	na	NOUN	ba na na na ku ba
seq_724	4	ku	NOUN	ba na na na ku ba
seq_724	5	ba	ADJ	ba na na na ku ba
seq_725	0	dh	VERB	dh sa ra
seq_725	1	sa	NOUN	dh sa ra
seq_725	2	ra	NOUN	dh sa ra
seq_726	0	bh	VERB	bh pa ba
seq_726	1	pa	NOUN	bh pa ba
seq_726	2	ba	ADJ	bh pa ba
seq_727	0	ka	NOUN	ka pa ta
seq_727	1	pa	NOUN	ka pa ta
seq_727	2	ta	NOUN	ka pa ta
seq_728	0	mu	NOUN	mu g na
seq_728	1	g	NOUN	mu g na
seq_728	2	na	NOUN	mu g na
seq_729	0	ta	NOUN	ta ga ka
seq_729	1	ga	ADJ	ta ga ka
seq_729	2	ka	NOUN	ta ga ka
seq_730	0	sa	NOUN	sa ma ka
seq_730	1	ma	NOUN	sa ma ka
seq_730	2	ka	NOUN	sa ma ka
seq_731	0	ra	NOUN	ra dh pa
seq_731	1	dh	VERB	ra dh pa
seq_731	2	pa	NOUN	ra dh pa
seq_732	0	ku	NOUN	ku na pa mu
seq_732	1	na	NOUN	ku na pa mu
seq_732	2	pa	NOUN	ku na pa mu
seq_732	3	mu	NOUN	ku na pa mu
seq_733	0	ja	VERB	ja la ma
seq_733	1	la	ADJ	ja la ma
seq_733	2	ma	NOUN	ja la ma
seq_734	0	ka	NOUN	ka la ja
seq_734	1	la	ADJ	ka la ja
seq_734	2	ja	VERB	ka la ja
seq_735	0	la	ADJ	la nan ma
seq_735	1	nan	NOUN	la nan ma
seq_735	2	ma	NOUN	la nan ma
seq_736	0	la	ADJ	la bh sh
seq_736	1	bh	VERB	la bh sh
seq_736	2	sh	VERB	la bh sh
seq_737	0	na	NOUN	na ba ta la sa
seq_737	1	ba	ADJ	na ba ta la sa
seq_737	2	ta	NOUN	na ba ta la sa
seq_737	3	la	ADJ	na ba ta la sa
seq_737	4	sa	NOUN	na ba ta la sa
seq_738	0	ku	NOUN	ku ra ra ma ku
seq_738	1	ra	NOUN	ku ra ra ma ku
seq_738	2	ra	NOUN	ku ra ra ma ku
seq_738	3	ma	NOUN	ku ra ra ma ku
seq_738	4	ku	NOUN	ku ra ra ma ku
seq_739	0	la	ADJ	la ta ka sa ka
seq_739	1	ta	NOUN	la ta ka sa ka
seq_739	2	ka	NOUN	la ta ka sa ka
seq_739	3	sa	NOUN	la ta ka sa ka
seq_739	4	ka	NOUN	la ta ka sa ka
seq_740	0	sa	NOUN	sa dh bh
seq_740	1	dh	VERB	sa dh bh
seq_740	2	bh	VERB	sa dh bh
seq_741	0	bh	VERB	bh dh ta
seq_741	1	dh	VERB	bh dh ta
seq_741	2	ta	NOUN	bh dh ta
seq_742	0	ka	NOUN	ka ka gh pa mu
seq_742	1	ka	NOUN	ka ka gh pa mu
seq_742	2	gh	NOUN	ka ka gh pa mu
seq_742	3	pa	NOUN	ka ka gh pa mu
seq_742	4	mu	NOUN	ka ka gh pa mu
seq_743	0	pa	NOUN	pa ka ma
seq_743	1	ka	NOUN	pa ka ma
seq_743	2	ma	NOUN	pa ka ma
seq_744	0	ta	NOUN	ta ka ku
seq_744	1	ka	NOUN	ta ka ku
seq_744	2	ku	NOUN	ta ka ku
seq_745	0	ka	NOUN	ka pa ta
seq_745	1	pa	NOUN	ka pa ta
seq_745	2	ta	NOUN	ka pa ta
seq_746	0	pa	NOUN	pa pa mu
seq_746	1	pa	NOUN	pa pa mu
seq_746	2	mu	NOUN	pa pa mu
seq_747	0	na	NOUN	na la sa ku
seq_747	1	la	ADJ	na la sa ku
seq_747	2	sa	NOUN	na la sa ku
seq_747	3	ku	NOUN	na la sa ku
seq_748	0	ma	NOUN	ma gh ra
seq_748	1	gh	NOUN	ma gh ra
seq_748	2	ra	NOUN	ma gh ra
seq_749	0	ka	NOUN	ka ga ka
seq_749	1	ga	ADJ	ka ga ka
seq_749	2	ka	NOUN	ka ga ka
seq_750	0	bh	VERB	bh na ma
seq_750	1	na	NOUN	bh na ma
seq_750	2	ma	NOUN	bh na ma
seq_751	0	la	ADJ	la ra ku ta ku
seq_751	1	ra	NOUN	la ra ku ta ku
seq_751	2	ku	NOUN	la ra ku ta ku
seq_751	3	ta	NOUN	la ra ku ta ku
seq_751	4	ku	NOUN	la ra ku ta ku
seq_752	0	nan	NOUN	nan la na
seq_752	1	la	ADJ	nan la na
seq_752	2	na	NOUN	nan la na
seq_753	0	ba	ADJ	ba na pa na sa
seq_753	1	na	NOUN	ba na pa na sa
seq_753	2	pa	NOUN	ba na pa na sa
seq_753	3	na	NOUN	ba na pa na sa
seq_753	4	sa	NOUN	ba na pa na sa
seq_754	0	la	ADJ	la ha ma pa sa
seq_754	1	ha	NOUN	la ha ma pa sa
seq_754	2	ma	NOUN	la ha ma pa sa
seq_754	3	pa	NOUN	la ha ma pa sa
seq_754	4	sa	NOUN	la ha ma pa sa
seq_755	0	sa	NOUN	sa pa ka
seq_755	1	pa	NOUN	sa pa ka
seq_755	2	ka	NOUN	sa pa ka
seq_756	0	ga	ADJ	ga ka ma
seq_756	1	ka	NOUN	ga ka ma
seq_756	2	ma	NOUN	ga ka ma
seq_757	0	ma	NOUN	ma pa ku
seq_757	1	pa	NOUN	ma pa ku
seq_757	2	ku	NOUN	ma pa ku
seq_758	0	ch	NOUN	ch na la ta
seq_758	1	na	NOUN	ch na la ta
seq_758	2	la	ADJ	ch na la ta
seq_758	3	ta	NOUN	ch na la ta
seq_759	0	ka	NOUN	ka na na pa
seq_759	1	na	NOUN	ka na na pa
seq_759	2	na	NOUN	ka na na pa
seq_759	3	pa	NOUN	ka na na pa
seq_760	0	ta	NOUN	ta pa sa ta
seq_760	1	pa	NOUN	ta pa sa ta
seq_760	2	sa	NOUN	ta pa sa ta
seq_760	3	ta	NOUN	ta pa sa ta
seq_761	0	pa	NOUN	pa sa ra
seq_761	1	sa	NOUN	pa sa ra
seq_761	2	ra	NOUN	pa sa ra
seq_762	0	ta	NOUN	ta ha la
seq_762	1	ha	NOUN	ta ha la
seq_762	2	la	ADJ	ta ha la
seq_763	0	pu	ADJ	pu na gh
seq_763	1	na	NOUN	pu na gh
seq_763	2	gh	NOUN	pu na gh
seq_764	0	ta	NOUN	ta ha ba
seq_764	1	ha	NOUN	ta ha ba
seq_764	2	ba	ADJ	ta ha ba
seq_765	0	ku	NOUN	ku ja pa pa
seq_765	1	ja	VERB	ku ja pa pa
seq_765	2	pa	NOUN	ku ja pa pa
seq_765	3	pa	NOUN	ku ja pa pa
seq_766	0	ra	NOUN	ra pa ma
seq_766	1	pa	NOUN	ra pa ma
seq_766	2	ma	NOUN	ra pa ma
seq_767	0	ta	NOUN	ta pa ka la
seq_767	1	pa	NOUN	ta pa ka la
seq_767	2	ka	NOUN	ta pa ka la
seq_767	3	la	ADJ	ta pa ka la
seq_768	0	la	ADJ	la nan sa
seq_768	1	nan	NOUN	la nan sa
seq_768	2	sa	NOUN	la nan sa
seq_769	0	ma	NOUN	ma la dh ja ma
seq_769	1	la	ADJ	ma la dh ja ma
seq_769	2	dh	VERB	ma la dh ja ma
seq_769	3	ja	VERB	ma la dh ja ma
seq_769	4	ma	NOUN	ma la dh ja ma
seq_770	0	la	ADJ	la pu na
seq_770	1	pu	ADJ	la pu na
seq_770	2	na	NOUN	la pu na
seq_771	0	ma	NOUN	ma bh ka nan
seq_771	1	bh	VERB	ma bh ka nan
seq_771	2	ka	NOUN	ma bh ka nan
seq_771	3	nan	NOUN	ma bh ka nan
seq_772	0	sa	NOUN	sa ta ra
seq_772	1	ta	NOUN	sa ta ra
seq_772	2	ra	NOUN	sa ta ra
seq_773	0	ha	NOUN	ha pa pa pa
seq_773	1	pa	NOUN	ha pa pa pa
seq_773	2	pa	NOUN	ha pa pa pa
seq_773	3	pa	NOUN	ha pa pa pa
seq_774	0	la	ADJ	la na ku
seq_774	1	na	NOUN	la na ku
seq_774	2	ku	NOUN	la na ku
seq_775	0	ka	NOUN	ka pa ma
seq_775	1	pa	NOUN	ka pa ma
seq_775	2	ma	NOUN	ka pa ma
seq_776	0	si	VERB	si na ma mu un
seq_776	1	na	NOUN	si na ma mu un
seq_776	2	ma	NOUN	si na ma mu un
seq_776	3	mu	NOUN	si na ma mu un
seq_776	4	un	ADP	si na ma mu un
seq_777	0	ga	ADJ	ga ja na
seq_777	1	ja	VERB	ga ja na
seq_777	2	na	NOUN	ga ja na
seq_778	0	pa	NOUN	pa da nan
seq_778	1	da	VERB	pa da nan
seq_778	2	nan	NOUN	pa da nan
seq_779	0	ta	NOUN	ta ch ch
seq_779	1	ch	NOUN	ta ch ch
seq_779	2	ch	NOUN	ta ch ch
seq_780	0	sa	NOUN	sa bh ta sa
seq_780	1	bh	VERB	sa bh ta sa
seq_780	2	ta	NOUN	sa bh ta sa
seq_780	3	sa	NOUN	sa bh ta sa
seq_781	0	ma	NOUN	ma na ku ra
seq_781	1	na	NOUN	ma na ku ra
seq_781	2	ku	NOUN	ma na ku ra
seq_781	3	ra	NOUN	ma na ku ra
seq_782	0	ta	NOUN	ta ta pa ma la
seq_782	1	ta	NOUN	ta ta pa ma la
seq_782	2	pa	NOUN	ta ta pa ma la
seq_782	3	ma	NOUN	ta ta pa ma la
seq_782	4	la	ADJ	ta ta pa ma la
seq_783	0	pa	NOUN	pa ra pa ha ka
seq_783	1	ra	NOUN	pa ra pa ha ka
seq_783	2	pa	NOUN	pa ra pa ha ka
seq_783	3	ha	NOUN	pa ra pa ha ka
seq_783	4	ka	NOUN	pa ra pa ha ka
seq_784	0	la	ADJ	la bh ja ja dh
seq_784	1	bh	VERB	la bh ja ja dh
seq_784	2	ja	VERB	la bh ja ja dh
seq_784	3	ja	VERB	la bh ja ja dh
seq_784	4	dh	VERB	la bh ja ja dh
seq_785	0	nan	NOUN	nan ma si pa ba
seq_785	1	ma	NOUN	nan ma si pa ba
seq_785	2	si	VERB	nan ma si pa ba
seq_785	3	pa	NOUN	nan ma si pa ba
seq_785	4	ba	ADJ	nan ma si pa ba
seq_786	0	na	NOUN	na ra pa sa
seq_786	1	ra	NOUN	na ra pa sa
seq_786	2	pa	NOUN	na ra pa sa
