sequence_id	token_id	morpheme	tag	sequence
seq_668	2	sa	NOUN	pa pa sa
seq_668	0	gh	NOUN	gh ku dh
seq_668	1	ku	NOUN	gh ku dh
seq_669	2	dh	VERB	gh ku dh
seq_334	0	la	ADJ	la ba sa pr ma dh
seq_334	1	ba	ADJ	la ba sa pr ma dh
seq_335	2	sa	NOUN	la ba sa pr ma dh
seq_335	3	pr	ADP	la ba sa pr ma dh
seq_335	4	ma	NOUN	la ba sa pr ma dh
seq_335	5	dh	VERB	la ba sa pr ma dh
seq_671	0	ka	NOUN	ka la ma
seq_671	1	la	ADJ	ka la ma
seq_672	2	ma	NOUN	ka la ma
seq_672	0	ba	ADJ	ba ta ka
seq_672	1	ta	NOUN	ba ta ka
seq_673	2	ka	NOUN	ba ta ka
seq_673	0	ma	NOUN	ma pa ka
seq_673	1	pa	NOUN	ma pa ka
seq_674	2	ka	NOUN	ma pa ka
seq_674	0	ta	NOUN	ta ra sa
seq_674	1	ra	NOUN	ta ra sa
seq_675	2	sa	NOUN	ta ra sa
seq_405	0	dh	VERB	dh gh bh ka ra
seq_405	1	gh	NOUN	dh gh bh ka ra
seq_405	2	bh	VERB	dh gh bh ka ra
seq_405	3	ka	NOUN	dh gh bh ka ra
seq_406	4	ra	NOUN	dh gh bh ka ra
seq_406	0	pa	NOUN	pa pa la ra na
seq_406	1	pa	NOUN	pa pa la ra na
seq_406	2	la	ADJ	pa pa la ra na
seq_406	3	ra	NOUN	pa pa la ra na
seq_407	4	na	NOUN	pa pa la ra na
seq_678	0	ba	ADJ	ba gh ha
seq_679	1	gh	NOUN	ba gh ha
seq_679	2	ha	NOUN	ba gh ha
seq_679	0	ku	NOUN	ku na ku
seq_680	1	na	NOUN	ku na ku
seq_680	2	ku	NOUN	ku na ku
seq_510	0	ka	NOUN	ka ka la ra
seq_510	1	ka	NOUN	ka ka la ra
seq_511	2	la	ADJ	ka ka la ra
seq_511	3	ra	NOUN	ka ka la ra
seq_511	0	dh	VERB	dh la ra an
seq_511	1	la	ADJ	dh la ra an
seq_512	2	ra	NOUN	dh la ra an
seq_512	3	an	ADP	dh la ra an
seq_410	0	si	VERB	si sa la mu la
seq_410	1	sa	NOUN	si sa la mu la
seq_410	2	la	ADJ	si sa la mu la
seq_410	3	mu	NOUN	si sa la mu la
seq_410	4	la	ADJ	si sa la mu la
seq_685	0	na	NOUN	na un ma
seq_685	1	un	ADP	na un ma
seq_685	2	ma	NOUN	na un ma
seq_686	0	na	NOUN	na ta ma
seq_686	1	ta	NOUN	na ta ma
seq_686	2	ma	NOUN	na ta ma
seq_412	0	ta	NOUN	ta ch bh ta ma
seq_412	1	ch	NOUN	ta ch bh ta ma
seq_412	2	bh	VERB	ta ch bh ta ma
seq_412	3	ta	NOUN	ta ch bh ta ma
seq_413	4	ma	NOUN	ta ch bh ta ma
seq_516	0	pa	NOUN	pa la ka la
seq_516	1	la	ADJ	pa la ka la
seq_517	2	ka	NOUN	pa la ka la
seq_517	3	la	ADJ	pa la ka la
seq_690	0	nan	NUM	nan ma na
seq_690	1	ma	NOUN	nan ma na
seq_690	2	na	NOUN	nan ma na
seq_518	0	na	NOUN	na na na ra
seq_518	1	na	NOUN	na na na ra
seq_518	2	na	NOUN	na na na ra
seq_519	3	ra	NOUN	na na na ra
seq_692	0	ga	ADJ	ga na dh
seq_692	1	na	NOUN	ga na dh
seq_693	2	dh	VERB	ga na dh
seq_520	0	na	NOUN	na ka na ka
seq_520	1	ka	NOUN	na ka na ka
seq_520	2	na	NOUN	na ka na ka
seq_520	3	ka	NOUN	na ka na ka
seq_694	0	ku	NOUN	ku ka ja
seq_695	1	ka	NOUN	ku ka ja
seq_695	2	ja	VERB	ku ka ja
seq_695	0	ka	NOUN	ka ha sa
seq_696	1	ha	NOUN	ka ha sa
seq_696	2	sa	NOUN	ka ha sa
seq_522	0	ku	NOUN	ku sa sa ma
seq_522	1	sa	NOUN	ku sa sa ma
seq_523	2	sa	NOUN	ku sa sa ma
seq_523	3	ma	NOUN	ku sa sa ma
seq_698	0	bh	VERB	bh ja sa
seq_698	1	ja	VERB	bh ja sa
seq_698	2	sa	NOUN	bh ja sa
seq_699	0	ch	NOUN	ch la ta
seq_699	1	la	ADJ	ch la ta
seq_699	2	ta	NOUN	ch la ta
seq_700	0	ch	NOUN	ch ka ma
seq_700	1	ka	NOUN	ch ka ma
seq_700	2	ma	NOUN	ch ka ma
seq_701	0	pa	NOUN	pa bh ma
seq_701	1	bh	VERB	pa bh ma
seq_701	2	ma	NOUN	pa bh ma
seq_702	0	ra	NOUN	ra dh la
seq_702	1	dh	VERB	ra dh la
seq_702	2	la	ADJ	ra dh la
seq_703	0	ra	NOUN	ra gh ta
seq_703	1	gh	NOUN	ra gh ta
seq_703	2	ta	NOUN	ra gh ta
seq_704	0	ma	NOUN	ma ku ba
seq_704	1	ku	NOUN	ma ku ba
seq_704	2	ba	ADJ	ma ku ba
seq_528	0	la	ADJ	la sa la ta
seq_529	1	sa	NOUN	la sa la ta
seq_529	2	la	ADJ	la sa la ta
seq_529	3	ta	NOUN	la sa la ta
seq_529	0	na	NOUN	na na la bh
seq_530	1	na	NOUN	na na la bh
seq_530	2	la	ADJ	na na la bh
seq_530	3	bh	VERB	na na la bh
seq_530	0	ra	NOUN	ra na la na
seq_531	1	na	NOUN	ra na la na
seq_531	2	la	ADJ	ra na la na
seq_531	3	na	NOUN	ra na la na
seq_709	0	ta	NOUN	ta ch na
seq_709	1	ch	NOUN	ta ch na
seq_709	2	na	NOUN	ta ch na
seq_426	0	bh	VERB	bh na pa sa ch
seq_426	1	na	NOUN	bh na pa sa ch
seq_426	2	pa	NOUN	bh na pa sa ch
seq_426	3	sa	NOUN	bh na pa sa ch
seq_426	4	ch	NOUN	bh na pa sa ch
seq_711	0	pa	NOUN	pa bh nan
seq_712	1	bh	VERB	pa bh nan
seq_712	2	nan	NUM	pa bh nan
seq_356	0	pa	NOUN	pa pa ta nan ma sa
seq_356	1	pa	NOUN	pa pa ta nan ma sa
seq_356	2	ta	NOUN	pa pa ta nan ma sa
seq_356	3	nan	NUM	pa pa ta nan ma sa
seq_357	4	ma	NOUN	pa pa ta nan ma sa
seq_357	5	sa	NOUN	pa pa ta nan ma sa
seq_714	0	ra	NOUN	ra ma la
seq_715	1	ma	NOUN	ra ma la
seq_715	2	la	ADJ	ra ma la
seq_536	0	ka	NOUN	ka ku ka ta
seq_537	1	ku	NOUN	ka ku ka ta
seq_537	2	ka	NOUN	ka ku ka ta
seq_537	3	ta	NOUN	ka ku ka ta
seq_717	0	la	ADJ	la ra sa
seq_717	1	ra	NOUN	la ra sa
seq_717	2	sa	NOUN	la ra sa
seq_538	0	la	ADJ	la sa sa nan
seq_538	1	sa	NOUN	la sa sa nan
seq_539	2	sa	NOUN	la sa sa nan
seq_539	3	nan	NUM	la sa sa nan
seq_719	0	ta	NOUN	ta ga ha
seq_719	1	ga	ADJ	ta ga ha
seq_720	2	ha	NOUN	ta ga ha
seq_360	0	g	NOUN	g ba ka ku sa ta
seq_360	1	ba	ADJ	g ba ka ku sa ta
seq_360	2	ka	NOUN	g ba ka ku sa ta
seq_360	3	ku	NOUN	g ba ka ku sa ta
seq_360	4	sa	NOUN	g ba ka ku sa ta
seq_361	5	ta	NOUN	g ba ka ku sa ta
seq_270	0	ku	NOUN	ku ma la ka pa ja pr ka
seq_271	1	ma	NOUN	ku ma la ka pa ja pr ka
seq_271	2	la	ADJ	ku ma la ka pa ja pr ka
seq_271	3	ka	NOUN	ku ma la ka pa ja pr ka
seq_271	4	pa	NOUN	ku ma la ka pa ja pr ka
seq_271	5	ja	VERB	ku ma la ka pa ja pr ka
seq_271	6	pr	ADP	ku ma la ka pa ja pr ka
seq_271	7	ka	NOUN	ku ma la ka pa ja pr ka
seq_725	0	ta	NOUN	ta ta na
seq_725	1	ta	NOUN	ta ta na
seq_725	2	na	NOUN	ta ta na
seq_544	0	ma	NOUN	ma ka dh sa
seq_544	1	ka	NOUN	ma ka dh sa
seq_545	2	dh	VERB	ma ka dh sa
seq_545	3	sa	NOUN	ma ka dh sa
seq_363	0	bh	VERB	bh ga na nan ma pa
seq_363	1	ga	ADJ	bh ga na nan ma pa
seq_364	2	na	NOUN	bh ga na nan ma pa
seq_364	3	nan	NUM	bh ga na nan ma pa
seq_364	4	ma	NOUN	bh ga na nan ma pa
seq_364	5	pa	NOUN	bh ga na nan ma pa
seq_364	0	dh	VERB	dh sa ha na ka ja
seq_364	1	sa	NOUN	dh sa ha na ka ja
seq_365	2	ha	NOUN	dh sa ha na ka ja
seq_365	3	na	NOUN	dh sa ha na ka ja
seq_365	4	ka	NOUN	dh sa ha na ka ja
seq_365	5	ja	VERB	dh sa ha na ka ja
seq_548	0	g	NOUN	g ma ta bh
seq_548	1	ma	NOUN	g ma ta bh
seq_549	2	ta	NOUN	g ma ta bh
seq_549	3	bh	VERB	g ma ta bh
seq_732	0	ta	NOUN	ta ma sa
seq_733	1	ma	NOUN	ta ma sa
seq_733	2	sa	NOUN	ta ma sa
seq_550	0	ta	NOUN	ta pa pa ch
seq_550	1	pa	NOUN	ta pa pa ch
seq_550	2	pa	NOUN	ta pa pa ch
seq_551	3	ch	NOUN	ta pa pa ch
seq_551	0	ra	NOUN	ra ha nan dh
seq_551	1	ha	NOUN	ra ha nan dh
seq_551	2	nan	NUM	ra ha nan dh
seq_552	3	dh	VERB	ra ha nan dh
seq_736	0	pa	NOUN	pa la pa
seq_736	1	la	ADJ	pa la pa
seq_737	2	pa	NOUN	pa la pa
seq_368	0	pa	NOUN	pa pa na ta ku bh
seq_368	1	pa	NOUN	pa pa na ta ku bh
seq_369	2	na	NOUN	pa pa na ta ku bh
seq_369	3	ta	NOUN	pa pa na ta ku bh
seq_369	4	ku	NOUN	pa pa na ta ku bh
seq_369	5	bh	VERB	pa pa na ta ku bh
seq_443	0	sa	NOUN	sa ka dh mu na
seq_443	1	ka	NOUN	sa ka dh mu na
seq_444	2	dh	VERB	sa ka dh mu na
seq_444	3	mu	NOUN	sa ka dh mu na
seq_444	4	na	NOUN	sa ka dh mu na
seq_741	0	mu	NOUN	mu ku ch
seq_741	1	ku	NOUN	mu ku ch
seq_741	2	ch	NOUN	mu ku ch
seq_556	0	ta	NOUN	ta mu ka pa
seq_556	1	mu	NOUN	ta mu ka pa
seq_557	2	ka	NOUN	ta mu ka pa
seq_557	3	pa	NOUN	ta mu ka pa
seq_743	0	ku	NOUN	ku ta ma
seq_743	1	ta	NOUN	ku ta ma
seq_744	2	ma	NOUN	ku ta ma
seq_558	0	ka	NOUN	ka la ra la
seq_558	1	la	ADJ	ka la ra la
seq_558	2	ra	NOUN	ka la ra la
seq_559	3	la	ADJ	ka la ra la
seq_559	0	sa	NOUN	sa ka pa ka
seq_559	1	ka	NOUN	sa ka pa ka
seq_559	2	pa	NOUN	sa ka pa ka
seq_560	3	ka	NOUN	sa ka pa ka
seq_560	0	ja	VERB	ja ma mu nan
seq_560	1	ma	NOUN	ja ma mu nan
seq_560	2	mu	NOUN	ja ma mu nan
seq_561	3	nan	NUM	ja ma mu nan
seq_561	0	la	ADJ	la ka pa la
seq_561	1	ka	NOUN	la ka pa la
seq_561	2	pa	NOUN	la ka pa la
seq_562	3	la	ADJ	la ka pa la
seq_562	0	la	ADJ	la ku ma ra
seq_562	1	ku	NOUN	la ku ma ra
seq_562	2	ma	NOUN	la ku ma ra
seq_563	3	ra	NOUN	la ku ma ra
seq_751	0	pa	NOUN	pa sa pa
seq_751	1	sa	NOUN	pa sa pa
seq_751	2	pa	NOUN	pa sa pa
seq_752	0	gh	NOUN	gh ga ta
seq_752	1	ga	ADJ	gh ga ta
seq_752	2	ta	NOUN	gh ga ta
seq_451	0	na	NOUN	na pa la pa ma
seq_452	1	pa	NOUN	na pa la pa ma
seq_452	2	la	ADJ	na pa la pa ma
seq_452	3	pa	NOUN	na pa la pa ma
seq_452	4	ma	NOUN	na pa la pa ma
seq_566	0	ga	ADJ	ga la ha bh
seq_566	1	la	ADJ	ga la ha bh
seq_566	2	ha	NOUN	ga la ha bh
seq_566	3	bh	VERB	ga la ha bh
seq_756	0	ch	NOUN	ch ka la
seq_756	1	ka	NOUN	ch ka la
seq_756	2	la	ADJ	ch ka la
seq_567	0	la	ADJ	la pa nan sa
seq_568	1	pa	NOUN	la pa nan sa
seq_568	2	nan	NUM	la pa nan sa
seq_568	3	sa	NOUN	la pa nan sa
seq_455	0	pa	NOUN	pa na ra dh ga
seq_455	1	na	NOUN	pa na ra dh ga
seq_455	2	ra	NOUN	pa na ra dh ga
seq_455	3	dh	VERB	pa na ra dh ga
seq_455	4	ga	ADJ	pa na ra dh ga
seq_760	0	na	NOUN	na ta pa
seq_760	1	ta	NOUN	na ta pa
seq_760	2	pa	NOUN	na ta pa
seq_570	0	nan	NUM	nan la na ch
seq_571	1	la	ADJ	nan la na ch
seq_571	2	na	NOUN	nan la na ch
seq_571	3	ch	NOUN	nan la na ch
seq_762	0	ka	NOUN	ka bh ka
seq_762	1	bh	VERB	ka bh ka
seq_763	2	ka	NOUN	ka bh ka
seq_458	0	pa	NOUN	pa na ka bh la
seq_458	1	na	NOUN	pa na ka bh la
seq_458	2	ka	NOUN	pa na ka bh la
seq_458	3	bh	VERB	pa na ka bh la
seq_458	4	la	ADJ	pa na ka bh la
seq_382	0	ka	NOUN	ka pa sh ma ra ga
seq_382	1	pa	NOUN	ka pa sh ma ra ga
seq_382	2	sh	VERB	ka pa sh ma ra ga
seq_383	3	ma	NOUN	ka pa sh ma ra ga
seq_383	4	ra	NOUN	ka pa sh ma ra ga
seq_383	5	ga	ADJ	ka pa sh ma ra ga
seq_383	0	ka	NOUN	ka ta na na pa ta
seq_383	1	ta	NOUN	ka ta na na pa ta
seq_383	2	na	NOUN	ka ta na na pa ta
seq_384	3	na	NOUN	ka ta na na pa ta
seq_384	4	pa	NOUN	ka ta na na pa ta
seq_384	5	ta	NOUN	ka ta na na pa ta
seq_329	0	ta	NOUN	ta ma bh na sa ka ma
seq_329	1	ma	NOUN	ta ma bh na sa ka ma
seq_329	2	bh	VERB	ta ma bh na sa ka ma
seq_330	3	na	NOUN	ta ma bh na sa ka ma
seq_330	4	sa	NOUN	ta ma bh na sa ka ma
seq_330	5	ka	NOUN	ta ma bh na sa ka ma
seq_330	6	ma	NOUN	ta ma bh na sa ka ma
seq_771	0	ga	ADJ	ga ma sa
seq_771	1	ma	NOUN	ga ma sa
seq_772	2	sa	NOUN	ga ma sa
seq_579	0	ch	NOUN	ch ma ga na
seq_579	1	ma	NOUN	ch ma ga na
seq_579	2	ga	ADJ	ch ma ga na
seq_580	3	na	NOUN	ch ma ga na
seq_580	0	dh	VERB	dh pa ma pa
seq_580	1	pa	NOUN	dh pa ma pa
seq_580	2	ma	NOUN	dh pa ma pa
seq_581	3	pa	NOUN	dh pa ma pa
seq_775	0	g	NOUN	g ba ja
seq_775	1	ba	ADJ	g ba ja
seq_775	2	ja	VERB	g ba ja
seq_291	0	na	NOUN	na ka ku na sa la la ta
seq_291	1	ka	NOUN	na ka ku na sa la la ta
seq_291	2	ku	NOUN	na ka ku na sa la la ta
seq_291	3	na	NOUN	na ka ku na sa la la ta
seq_291	4	sa	NOUN	na ka ku na sa la la ta
seq_291	5	la	ADJ	na ka ku na sa la la ta
seq_291	6	la	ADJ	na ka ku na sa la la ta
seq_291	7	ta	NOUN	na ka ku na sa la la ta
seq_778	0	ta	NOUN	ta la ga
seq_779	1	la	ADJ	ta la ga
seq_779	2	ga	ADJ	ta la ga
seq_779	0	sa	NOUN	sa un ja
seq_780	1	un	ADP	sa un ja
seq_780	2	ja	VERB	sa un ja
seq_780	0	ma	NOUN	ma sa la
seq_781	1	sa	NOUN	ma sa la
seq_781	2	la	ADJ	ma sa la
seq_469	0	ka	NOUN	ka sa pa na la
seq_469	1	sa	NOUN	ka sa pa na la
seq_469	2	pa	NOUN	ka sa pa na la
seq_469	3	na	NOUN	ka sa pa na la
seq_469	4	la	ADJ	ka sa pa na la
seq_587	0	ra	NOUN	ra la ma ba
seq_587	1	la	ADJ	ra la ma ba
seq_588	2	ma	NOUN	ra la ma ba
seq_588	3	ba	ADJ	ra la ma ba
seq_588	0	sa	NOUN	sa ka la dh
seq_588	1	ka	NOUN	sa ka la dh
seq_589	2	la	ADJ	sa ka la dh
seq_589	3	dh	VERB	sa ka la dh
seq_393	0	pa	NOUN	pa bh sa ku pa ch
seq_393	1	bh	VERB	pa bh sa ku pa ch
seq_393	2	sa	NOUN	pa bh sa ku pa ch
seq_393	3	ku	NOUN	pa bh sa ku pa ch
seq_393	4	pa	NOUN	pa bh sa ku pa ch
seq_393	5	ch	NOUN	pa bh sa ku pa ch
seq_788	0	na	NOUN	na ha ta
seq_788	1	ha	NOUN	na ha ta
seq_788	2	ta	NOUN	na ha ta
seq_789	0	ka	NOUN	ka ka nan
seq_789	1	ka	NOUN	ka ka nan
seq_789	2	nan	NUM	ka ka nan
seq_790	0	na	NOUN	na ka ku
seq_790	1	ka	NOUN	na ka ku
seq_790	2	ku	NOUN	na ka ku
seq_296	0	ma	NOUN	ma pa nan pa ta na ta ka
seq_296	1	pa	NOUN	ma pa nan pa ta na ta ka
seq_296	2	nan	NUM	ma pa nan pa ta na ta ka
seq_297	3	pa	NOUN	ma pa nan pa ta na ta ka
seq_297	4	ta	NOUN	ma pa nan pa ta na ta ka
seq_297	5	na	NOUN	ma pa nan pa ta na ta ka
seq_297	6	ta	NOUN	ma pa nan pa ta na ta ka
seq_297	7	ka	NOUN	ma pa nan pa ta na ta ka
seq_793	0	mu	NOUN	mu ka la
seq_794	1	ka	NOUN	mu ka la
seq_794	2	la	ADJ	mu ka la
seq_596	0	ma	NOUN	ma na ch ga
seq_596	1	na	NOUN	ma na ch ga
seq_596	2	ch	NOUN	ma na ch ga
seq_596	3	ga	ADJ	ma na ch ga
seq_796	0	ka	NOUN	ka ha la
seq_796	1	ha	NOUN	ka ha la
seq_796	2	la	ADJ	ka ha la
seq_797	0	pa	NOUN	pa ku na
seq_797	1	ku	NOUN	pa ku na
seq_797	2	na	NOUN	pa ku na
seq_399	0	pa	NOUN	pa sa pa ga ha ka
seq_399	1	sa	NOUN	pa sa pa ga ha ka
seq_399	2	pa	NOUN	pa sa pa ga ha ka
seq_399	3	ga	ADJ	pa sa pa ga ha ka
seq_399	4	ha	NOUN	pa sa pa ga ha ka
seq_399	5	ka	NOUN	pa sa pa ga ha ka
seq_800	0	bh	VERB	bh pa ha
seq_800	1	pa	NOUN	bh pa ha
seq_800	2	ha	NOUN	bh pa ha
seq_801	0	pa	NOUN	pa ba nan
seq_801	1	ba	ADJ	pa ba nan
seq_801	2	nan	NUM	pa ba nan
seq_401	0	ga	ADJ	ga sa sa ta ja ka
seq_401	1	sa	NOUN	ga sa sa ta ja ka
seq_401	2	sa	NOUN	ga sa sa ta ja ka
seq_401	3	ta	NOUN	ga sa sa ta ja ka
seq_401	4	ja	VERB	ga sa sa ta ja ka
seq_401	5	ka	NOUN	ga sa sa ta ja ka
seq_804	0	sa	NOUN	sa la ma
seq_804	1	la	ADJ	sa la ma
seq_804	2	ma	NOUN	sa la ma
seq_805	0	ba	ADJ	ba ma ha
seq_805	1	ma	NOUN	ba ma ha
seq_805	2	ha	NOUN	ba ma ha
seq_604	0	ku	NOUN	ku ma pa ka
seq_604	1	ma	NOUN	ku ma pa ka
seq_605	2	pa	NOUN	ku ma pa ka
seq_605	3	ka	NOUN	ku ma pa ka
seq_807	0	mu	NOUN	mu sa ta
seq_807	1	sa	NOUN	mu sa ta
seq_808	2	ta	NOUN	mu sa ta
seq_808	0	ka	NOUN	ka na ga
seq_808	1	na	NOUN	ka na ga
seq_809	2	ga	ADJ	ka na ga
seq_809	0	la	ADJ	la pa pa
seq_809	1	pa	NOUN	la pa pa
seq_810	2	pa	NOUN	la pa pa
seq_810	0	nan	NUM	nan la na
seq_810	1	la	ADJ	nan la na
seq_811	2	na	NOUN	nan la na
seq_486	0	na	NOUN	na ga sa ku bh
seq_487	1	ga	ADJ	na ga sa ku bh
seq_487	2	sa	NOUN	na ga sa ku bh
seq_487	3	ku	NOUN	na ga sa ku bh
seq_487	4	bh	VERB	na ga sa ku bh
seq_487	0	ka	NOUN	ka ha g g pa
seq_488	1	ha	NOUN	ka ha g g pa
seq_488	2	g	NOUN	ka ha g g pa
seq_488	3	g	NOUN	ka ha g g pa
seq_488	4	pa	NOUN	ka ha g g pa
seq_407	0	pa	NOUN	pa ta ta ma dh ma
seq_407	1	ta	NOUN	pa ta ta ma dh ma
seq_407	2	ta	NOUN	pa ta ta ma dh ma
seq_407	3	ma	NOUN	pa ta ta ma dh ma
seq_408	4	dh	VERB	pa ta ta ma dh ma
seq_408	5	ma	NOUN	pa ta ta ma dh ma
seq_350	0	ra	NOUN	ra na sa pa bh ba la
seq_350	1	na	NOUN	ra na sa pa bh ba la
seq_350	2	sa	NOUN	ra na sa pa bh ba la
seq_350	3	pa	NOUN	ra na sa pa bh ba la
seq_350	4	bh	VERB	ra na sa pa bh ba la
seq_350	5	ba	ADJ	ra na sa pa bh ba la
seq_350	6	la	ADJ	ra na sa pa bh ba la
seq_819	0	ch	NOUN	ch pa ra
seq_819	1	pa	NOUN	ch pa ra
seq_819	2	ra	NOUN	ch pa ra
seq_615	0	na	NOUN	na pa kh ja
seq_615	1	pa	NOUN	na pa kh ja
seq_615	2	kh	NOUN	na pa kh ja
seq_615	3	ja	VERB	na pa kh ja
seq_821	0	la	ADJ	la la na
seq_821	1	la	ADJ	la la na
seq_822	2	na	NOUN	la la na
seq_822	0	sa	NOUN	sa pa la
seq_822	1	pa	NOUN	sa pa la
seq_823	2	la	ADJ	sa pa la
seq_411	0	ku	NOUN	ku ta ch dh mu ma
seq_411	1	ta	NOUN	ku ta ch dh mu ma
seq_412	2	ch	NOUN	ku ta ch dh mu ma
seq_412	3	dh	VERB	ku ta ch dh mu ma
seq_412	4	mu	NOUN	ku ta ch dh mu ma
seq_412	5	ma	NOUN	ku ta ch dh mu ma
seq_412	0	na	NOUN	na la ka ra ma ra
seq_412	1	la	ADJ	na la ka ra ma ra
seq_413	2	ka	NOUN	na la ka ra ma ra
seq_413	3	ra	NOUN	na la ka ra ma ra
seq_413	4	ma	NOUN	na la ka ra ma ra
seq_413	5	ra	NOUN	na la ka ra ma ra
seq_620	0	ra	NOUN	ra ra ka dh
seq_620	1	ra	NOUN	ra ra ka dh
seq_621	2	ka	NOUN	ra ra ka dh
seq_621	3	dh	VERB	ra ra ka dh
seq_621	0	pu	ADJ	pu ta dh la
seq_621	1	ta	NOUN	pu ta dh la
seq_622	2	dh	VERB	pu ta dh la
seq_622	3	la	ADJ	pu ta dh la
seq_830	0	pa	NOUN	pa na ka
seq_830	1	na	NOUN	pa na ka
seq_830	2	ka	NOUN	pa na ka
seq_831	0	ku	NOUN	ku sa ta
seq_831	1	sa	NOUN	ku sa ta
seq_831	2	ta	NOUN	ku sa ta
seq_624	0	pa	NOUN	pa gh pa pa
seq_624	1	gh	NOUN	pa gh pa pa
seq_624	2	pa	NOUN	pa gh pa pa
seq_624	3	pa	NOUN	pa gh pa pa
seq_416	0	gh	NOUN	gh sa pa la ma pu
seq_416	1	sa	NOUN	gh sa pa la ma pu
seq_417	2	pa	NOUN	gh sa pa la ma pu
seq_417	3	la	ADJ	gh sa pa la ma pu
seq_417	4	ma	NOUN	gh sa pa la ma pu
seq_417	5	pu	ADJ	gh sa pa la ma pu
seq_626	0	ma	NOUN	ma ta la na
seq_626	1	ta	NOUN	ma ta la na
seq_627	2	la	ADJ	ma ta la na
seq_627	3	na	NOUN	ma ta la na
seq_627	0	gh	NOUN	gh ka pa na
seq_627	1	ka	NOUN	gh ka pa na
seq_628	2	pa	NOUN	gh ka pa na
seq_628	3	na	NOUN	gh ka pa na
seq_838	0	nan	NUM	nan ta pa
seq_838	1	ta	NOUN	nan ta pa
seq_838	2	pa	NOUN	nan ta pa
seq_503	0	pa	NOUN	pa pa ta la ta
seq_503	1	pa	NOUN	pa pa ta la ta
seq_503	2	ta	NOUN	pa pa ta la ta
seq_504	3	la	ADJ	pa pa ta la ta
seq_504	4	ta	NOUN	pa pa ta la ta
seq_504	0	la	ADJ	la ta sa na sa
seq_504	1	ta	NOUN	la ta sa na sa
seq_504	2	sa	NOUN	la ta sa na sa
seq_505	3	na	NOUN	la ta sa na sa
seq_505	4	sa	NOUN	la ta sa na sa
seq_842	0	ba	ADJ	ba ka ta
seq_842	1	ka	NOUN	ba ka ta
seq_843	2	ta	NOUN	ba ka ta
seq_632	0	pa	NOUN	pa ba da pa
seq_632	1	ba	ADJ	pa ba da pa
seq_633	2	da	VERB	pa ba da pa
seq_633	3	pa	NOUN	pa ba da pa
seq_844	0	pa	NOUN	pa ku la
seq_845	1	ku	NOUN	pa ku la
seq_845	2	la	ADJ	pa ku la
seq_422	0	ta	NOUN	ta pa ta sa pa an
seq_423	1	pa	NOUN	ta pa ta sa pa an
seq_423	2	ta	NOUN	ta pa ta sa pa an
seq_423	3	sa	NOUN	ta pa ta sa pa an
seq_423	4	pa	NOUN	ta pa ta sa pa an
seq_423	5	an	ADP	ta pa ta sa pa an
seq_847	0	la	ADJ	la la g
seq_848	1	la	ADJ	la la g
seq_848	2	g	NOUN	la la g
seq_636	0	sa	NOUN	sa na pa sa
seq_636	1	na	NOUN	sa na pa sa
seq_637	2	pa	NOUN	sa na pa sa
seq_637	3	sa	NOUN	sa na pa sa
seq_425	0	ku	NOUN	ku nan ch ta ba gh
seq_425	1	nan	NUM	ku nan ch ta ba gh
seq_425	2	ch	NOUN	ku nan ch ta ba gh
seq_425	3	ta	NOUN	ku nan ch ta ba gh
seq_425	4	ba	ADJ	ku nan ch ta ba gh
seq_425	5	gh	NOUN	ku nan ch ta ba gh
seq_852	0	ga	ADJ	ga ku na
seq_852	1	ku	NOUN	ga ku na
seq_852	2	na	NOUN	ga ku na
seq_639	0	sa	NOUN	sa la pa ka
seq_640	1	la	ADJ	sa la pa ka
seq_640	2	pa	NOUN	sa la pa ka
seq_640	3	ka	NOUN	sa la pa ka
seq_640	0	ga	ADJ	ga ku pa ka
seq_641	1	ku	NOUN	ga ku pa ka
seq_641	2	pa	NOUN	ga ku pa ka
seq_641	3	ka	NOUN	ga ku pa ka
seq_855	0	ma	NOUN	ma dh nan
seq_856	1	dh	VERB	ma dh nan
seq_856	2	nan	NUM	ma dh nan
seq_856	0	ch	NOUN	ch nan sa
seq_857	1	nan	NUM	ch nan sa
seq_857	2	sa	NOUN	ch nan sa
seq_643	0	ka	NOUN	ka ha na pa
seq_643	1	ha	NOUN	ka ha na pa
seq_643	2	na	NOUN	ka ha na pa
seq_644	3	pa	NOUN	ka ha na pa
seq_515	0	ma	NOUN	ma ta gh mu nan
seq_515	1	ta	NOUN	ma ta gh mu nan
seq_515	2	gh	NOUN	ma ta gh mu nan
seq_516	3	mu	NOUN	ma ta gh mu nan
seq_516	4	nan	NUM	ma ta gh mu nan
seq_645	0	ra	NOUN	ra la ku ma
seq_645	1	la	ADJ	ra la ku ma
seq_646	2	ku	NOUN	ra la ku ma
seq_646	3	ma	NOUN	ra la ku ma
seq_517	0	ch	NOUN	ch la gh pa la
seq_517	1	la	ADJ	ch la gh pa la
seq_517	2	gh	NOUN	ch la gh pa la
seq_517	3	pa	NOUN	ch la gh pa la
seq_518	4	la	ADJ	ch la gh pa la
seq_518	0	dh	VERB	dh ra ra ra ma
seq_518	1	ra	NOUN	dh ra ra ra ma
seq_518	2	ra	NOUN	dh ra ra ra ma
seq_518	3	ra	NOUN	dh ra ra ra ma
seq_519	4	ma	NOUN	dh ra ra ra ma
seq_865	0	ka	NOUN	ka na ta
seq_865	1	na	NOUN	ka na ta
